window_label,lookback_days,rebalance_frequency,signal_date,chosen_symbol,chosen_name,chosen_bucket,chosen_theme,selected_momentum,best_sector_symbol,best_sector_momentum,best_defensive_symbol,best_defensive_momentum,reason
mom_2m,42,monthly,2020-07-31,512690,酒ETF鹏华,sector,白酒/酒,0.5753012048192772,512690,0.5753012048192772,511010,-0.016233632120285835,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_2m,42,monthly,2020-08-31,512690,酒ETF鹏华,sector,白酒/酒,0.4344978165938864,512690,0.4344978165938864,511010,-0.015098062164557113,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_2m,42,monthly,2020-09-30,512690,酒ETF鹏华,sector,白酒/酒,0.06616257088846855,512690,0.06616257088846855,511260,-0.0023610775437357123,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_2m,42,monthly,2020-10-30,515030,新能源车ETF华夏,sector,新能源车,0.14246323529411775,515030,0.14246323529411775,511010,0.0007953228249188982,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_2m,42,monthly,2020-11-30,512690,酒ETF鹏华,sector,白酒/酒,0.2953736654804269,512690,0.2953736654804269,511010,-0.003341602956812295,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_2m,42,monthly,2020-12-31,512690,酒ETF鹏华,sector,白酒/酒,0.45255474452554734,512690,0.45255474452554734,511010,0.001485733580955717,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_2m,42,monthly,2021-01-29,512690,酒ETF鹏华,sector,白酒/酒,0.34741144414168934,512690,0.34741144414168934,511010,0.006877369130703803,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_2m,42,monthly,2021-02-26,512400,有色金属ETF南方,sector,有色金属,0.2068965517241379,512400,0.2068965517241379,511260,0.00635161175656207,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_2m,42,monthly,2021-03-31,515220,煤炭ETF国泰,sector,煤炭,0.08993576017130622,515220,0.08993576017130622,511010,0.0005537284381502694,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_2m,42,monthly,2021-04-30,512690,酒ETF鹏华,sector,白酒/酒,0.1704410011918951,512690,0.1704410011918951,511260,0.009698285862776324,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_2m,42,monthly,2021-05-31,512690,酒ETF鹏华,sector,白酒/酒,0.3700120918984282,512690,0.3700120918984282,511260,0.016048535223287974,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_2m,42,monthly,2021-06-30,512480,半导体ETF国联安,sector,半导体,0.367827868852459,512480,0.367827868852459,511260,0.010328051281579542,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_2m,42,monthly,2021-07-30,512480,半导体ETF国联安,sector,半导体,0.42421441774491675,512480,0.42421441774491675,511260,0.01882593308767211,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_2m,42,monthly,2021-08-31,515220,煤炭ETF国泰,sector,煤炭,0.5311004784688995,515220,0.5311004784688995,511260,0.016836057526226744,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_2m,42,monthly,2021-09-30,515220,煤炭ETF国泰,sector,煤炭,0.4214285714285715,515220,0.4214285714285715,511010,0.004281620957838683,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_2m,42,monthly,2021-10-29,512690,酒ETF鹏华,sector,白酒/酒,0.1962616822429908,512690,0.1962616822429908,511260,-0.0020823651378113484,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_2m,42,monthly,2021-11-30,512660,军工ETF国泰,sector,军工,0.1293037490436113,512660,0.1293037490436113,511260,0.006303140841670496,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_2m,42,monthly,2021-12-31,512980,传媒ETF广发,sector,传媒,0.20336605890603088,512980,0.20336605890603088,511010,0.012289452166802883,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_2m,42,monthly,2022-01-28,512800,银行ETF华宝,sector,银行,0.03014184397163122,512800,0.03014184397163122,511010,0.015750531122561195,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_2m,42,monthly,2022-02-28,515220,煤炭ETF国泰,sector,煤炭,0.0721769499417928,515220,0.0721769499417928,511260,0.009964009006613317,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_2m,42,monthly,2022-03-31,515220,煤炭ETF国泰,sector,煤炭,0.2707045735475895,515220,0.2707045735475895,511260,-0.006171225354322463,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_2m,42,monthly,2022-04-29,515220,煤炭ETF国泰,sector,煤炭,0.05863192182410426,515220,0.05863192182410426,511260,0.003598700956727763,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_2m,42,monthly,2022-05-31,515220,煤炭ETF国泰,sector,煤炭,0.09017223910840944,515220,0.09017223910840944,511260,0.007866902878391757,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_2m,42,monthly,2022-06-30,515790,光伏ETF华泰柏瑞,sector,光伏,0.47258485639686687,515790,0.47258485639686687,511010,0.0032814505776637137,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_2m,42,monthly,2022-07-29,515790,光伏ETF华泰柏瑞,sector,光伏,0.24450744153082926,515790,0.24450744153082926,511260,0.00862346522333124,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_2m,42,monthly,2022-08-31,515220,煤炭ETF国泰,sector,煤炭,0.03603603603603589,515220,0.03603603603603589,511260,0.0215167332972539,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_2m,42,monthly,2022-09-30,515220,煤炭ETF国泰,sector,煤炭,0.1229586935638809,515220,0.1229586935638809,511010,-0.0007686151456802737,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_2m,42,monthly,2022-10-31,515230,软件ETF国泰,sector,软件,0.10162601626016254,515230,0.10162601626016254,511260,0.0031960348658350846,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_2m,42,monthly,2022-11-30,515230,软件ETF国泰,sector,软件,0.14327062228654142,515230,0.14327062228654142,511260,-0.002857019921690074,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_2m,42,monthly,2022-12-30,512690,酒ETF鹏华,sector,白酒/酒,0.19887165021156572,512690,0.19887165021156572,511010,-0.0024932146689390366,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_2m,42,monthly,2023-01-31,512690,酒ETF鹏华,sector,白酒/酒,0.24,512690,0.24,511010,-0.0031998862262674344,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_2m,42,monthly,2023-02-28,515230,软件ETF国泰,sector,软件,0.21779548472775567,515230,0.21779548472775567,511010,0.002492775713696105,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_2m,42,monthly,2023-03-31,512980,传媒ETF广发,sector,传媒,0.29555895865237347,512980,0.29555895865237347,511260,0.006149320994556007,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_2m,42,monthly,2023-04-28,512980,传媒ETF广发,sector,传媒,0.43219076005961243,512980,0.43219076005961243,511260,0.01241851956818607,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_2m,42,monthly,2023-05-31,512980,传媒ETF广发,sector,传媒,0.12162162162162171,512980,0.12162162162162171,511010,0.014290110549115997,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_2m,42,monthly,2023-06-30,512660,军工ETF国泰,sector,军工,0.054409005628517804,512660,0.054409005628517804,511260,0.014348945280309833,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_2m,42,monthly,2023-07-31,512880,证券ETF国泰,sector,证券,0.12931995540691177,512880,0.12931995540691177,511260,0.008338884157806481,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_2m,42,monthly,2023-08-31,512880,证券ETF国泰,sector,证券,0.08641975308641969,512880,0.08641975308641969,511260,0.010137994017745733,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_2m,42,monthly,2023-09-28,515220,煤炭ETF国泰,sector,煤炭,0.0697916666666667,515220,0.0697916666666667,511260,0.0012031985026863534,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_2m,42,monthly,2023-10-31,515220,煤炭ETF国泰,sector,煤炭,0.0820568927789933,515220,0.0820568927789933,511010,-0.0030358133514146735,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_2m,42,monthly,2023-11-30,512480,半导体ETF国联安,sector,半导体,0.045848822800495626,512480,0.045848822800495626,511260,0.007122792937399813,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_2m,42,monthly,2023-12-29,515220,煤炭ETF国泰,sector,煤炭,0.09164969450101834,515220,0.09164969450101834,511260,0.011021344504288821,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_2m,42,monthly,2024-01-31,512800,银行ETF华宝,sector,银行,0.05882352941176472,512800,0.05882352941176472,511260,0.01958897974754925,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_2m,42,monthly,2024-02-29,515220,煤炭ETF国泰,sector,煤炭,0.1321626617375231,515220,0.1321626617375231,511260,0.02382092213216236,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_2m,42,monthly,2024-03-29,512400,有色金属ETF南方,sector,有色金属,0.22248803827751207,512400,0.22248803827751207,511260,0.015122502086708955,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_2m,42,monthly,2024-04-30,512400,有色金属ETF南方,sector,有色金属,0.17700112739571594,512400,0.17700112739571594,511010,0.005625729752680053,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_2m,42,monthly,2024-05-31,515220,煤炭ETF国泰,sector,煤炭,0.09823008849557535,515220,0.09823008849557535,511010,0.009287363281989203,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_2m,42,monthly,2024-06-28,512480,半导体ETF国联安,sector,半导体,0.05812220566318915,512480,0.05812220566318915,511260,0.011544161826557264,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_2m,42,monthly,2024-07-31,512480,半导体ETF国联安,sector,半导体,0.07792207792207795,512480,0.07792207792207795,511260,0.02047481070004964,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_2m,42,monthly,2024-08-30,512880,证券ETF国泰,sector,证券,0.040920716112531785,512880,0.040920716112531785,511260,0.008765811749041008,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_2m,42,monthly,2024-09-30,512880,证券ETF国泰,sector,证券,0.3889585947302383,512880,0.3889585947302383,511010,0.002075796216119974,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_2m,42,monthly,2024-10-31,515230,软件ETF国泰,sector,软件,0.597165991902834,515230,0.597165991902834,511010,0.0035485111038826567,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_2m,42,monthly,2024-11-29,515230,软件ETF国泰,sector,软件,0.5745856353591159,515230,0.5745856353591159,511260,0.004680150882476086,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_2m,42,monthly,2024-12-31,512480,半导体ETF国联安,sector,半导体,0.06998939554612926,512480,0.06998939554612926,511260,0.036195384795595587,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_2m,42,monthly,2025-01-27,512800,银行ETF华宝,sector,银行,0.0789096126255382,512800,0.0789096126255382,511260,0.03515579617538411,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_2m,42,monthly,2025-02-28,515030,新能源车ETF华夏,sector,新能源车,0.08850289495450792,515030,0.08850289495450792,511260,-0.0013872658046518715,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_2m,42,monthly,2025-03-31,515230,软件ETF国泰,sector,软件,0.11273209549071606,515230,0.11273209549071606,511010,-0.008100465975157567,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_2m,42,monthly,2025-04-30,512400,有色金属ETF南方,sector,有色金属,0.03248730964467006,512400,0.03248730964467006,511260,0.009294003065284384,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_2m,42,monthly,2025-05-30,512800,银行ETF华宝,sector,银行,0.06036745406824151,512800,0.06036745406824151,511260,0.010908649542564985,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_2m,42,monthly,2025-06-30,512660,军工ETF国泰,sector,军工,0.14929859719438876,512660,0.14929859719438876,511260,0.004053080341059223,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_2m,42,monthly,2025-07-31,512400,有色金属ETF南方,sector,有色金属,0.165067178502879,512400,0.165067178502879,511010,0.0017630949542246643,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_2m,42,monthly,2025-08-29,512480,半导体ETF国联安,sector,半导体,0.3489736070381231,512480,0.3489736070381231,511010,-0.004049340094220755,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_2m,42,monthly,2025-09-30,512480,半导体ETF国联安,sector,半导体,0.47981220657277013,512480,0.47981220657277013,511010,0.0011323884741605283,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_2m,42,monthly,2025-10-31,515030,新能源车ETF华夏,sector,新能源车,0.32170272156315405,515030,0.32170272156315405,511010,0.007178450205820752,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_2m,42,monthly,2025-11-28,512400,有色金属ETF南方,sector,有色金属,0.14902225219150367,512400,0.14902225219150367,511260,0.005549648999781276,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_2m,42,monthly,2025-12-31,512660,军工ETF国泰,sector,军工,0.1328382838283828,512660,0.1328382838283828,511010,0.0008823402820621329,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_2m,42,monthly,2026-01-30,512400,有色金属ETF南方,sector,有色金属,0.33200455580865595,512400,0.33200455580865595,511260,0.004832293204072746,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_2m,42,monthly,2026-02-27,512400,有色金属ETF南方,sector,有色金属,0.3337022689540676,512400,0.3337022689540676,511260,0.0060589719969146305,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_2m,42,monthly,2026-03-31,515220,煤炭ETF国泰,sector,煤炭,0.12029384756657491,515220,0.12029384756657491,511010,0.005532058025778053,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_2m,42,monthly,2026-04-30,515030,新能源车ETF华夏,sector,新能源车,0.13464608834486436,515030,0.13464608834486436,511260,0.005219408467040498,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_2m,42,monthly,2026-05-29,512480,半导体ETF国联安,sector,半导体,0.4865794907088783,512480,0.4865794907088783,511260,0.01185135587546049,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_2m,42,monthly,2026-06-18,512480,半导体ETF国联安,sector,半导体,0.5314814814814812,512480,0.5314814814814812,511260,0.007423211983820233,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_2m,42,quarterly,2015-03-31,159928,消费ETF汇添富,sector,消费,0.1808873720136519,159928,0.1808873720136519,511010,-0.0063420802415282695,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_2m,42,quarterly,2015-06-30,159928,消费ETF汇添富,sector,消费,0.027638190954773822,159928,0.027638190954773822,511010,-0.011709194279802326,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_2m,42,quarterly,2015-09-30,511010,国债ETF国泰,defensive,国债,0.00406348599292472,512010,-0.15527950310559002,511010,0.00406348599292472,最佳行业/主题 ETF 动量为负或不可用，切换到正动量防守资产
mom_2m,42,quarterly,2015-12-31,512010,医药ETF易方达,sector,医药,0.09933774834437092,512010,0.09933774834437092,511010,0.010103961469221545,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_2m,42,quarterly,2016-03-31,159928,消费ETF汇添富,sector,消费,0.03833865814696491,159928,0.03833865814696491,511010,0.013059840524629163,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_2m,42,quarterly,2016-06-30,159928,消费ETF汇添富,sector,消费,0.07547169811320753,159928,0.07547169811320753,511010,0.008474733254297595,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_2m,42,quarterly,2016-09-30,512010,医药ETF易方达,sector,医药,0.03548387096774186,512010,0.03548387096774186,511010,0.004619315650205014,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_2m,42,quarterly,2016-12-30,512010,医药ETF易方达,sector,医药,0.006116207951070374,512010,0.006116207951070374,511010,-0.02431029033277643,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_2m,42,quarterly,2017-03-31,159928,消费ETF汇添富,sector,消费,0.10752688172043001,159928,0.10752688172043001,511010,0.0011108334027605249,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_2m,42,quarterly,2017-06-30,159928,消费ETF汇添富,sector,消费,0.10591133004926112,159928,0.10591133004926112,511010,-0.00243213776522877,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_2m,42,quarterly,2017-09-29,159928,消费ETF汇添富,sector,消费,0.12472160356347439,159928,0.12472160356347439,511010,0.0009431055251043485,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_2m,42,quarterly,2017-12-29,159928,消费ETF汇添富,sector,消费,0.05999999999999983,159928,0.05999999999999983,511010,0.001210347059982464,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_2m,42,quarterly,2018-03-30,512010,医药ETF易方达,sector,医药,0.05990783410138256,512010,0.05990783410138256,511260,0.013786090201916457,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_2m,42,quarterly,2018-06-29,512010,医药ETF易方达,sector,医药,0.05434782608695654,512010,0.05434782608695654,511260,0.006076810889644957,最佳行业/主题 ETF 动量为正，持有该 ETF
mom_2m,42,quarterly,2018-09-28,512800,银行ETF华宝,sector,银行,0.04661016949152552,512800,0.04661016949152552,511010,0.002799299272182143,最佳行业/主题 ETF 动量为正，持有该 ETF
